commodity,signal,confidence,timestamp
ludhiana(pb),demand rising,0.24,2006-07-01
ludhiana(pb),demand rising,0.09,2006-08-01
ludhiana(pb),price falling,0.08,2006-09-01
ludhiana(pb),demand rising,0.07,2006-10-01
ludhiana(pb),demand rising,0.17,2006-11-01
ludhiana(pb),demand rising,0.3,2007-07-01
ludhiana(pb),demand rising,0.96,2007-08-01
ludhiana(pb),price falling,0.65,2008-04-01
ludhiana(pb),demand rising,0.33,2008-10-01
ludhiana(pb),demand rising,0.12,2008-11-01
ludhiana(pb),demand rising,0.97,2008-12-01
ludhiana(pb),price falling,0.08,2009-01-01
ludhiana(pb),price falling,0.09,2009-02-01
ludhiana(pb),price falling,0.11,2009-03-01
ludhiana(pb),price falling,0.32,2009-05-01
ludhiana(pb),price falling,0.19,2009-06-01
ludhiana(pb),demand rising,0.28,2009-08-01
ludhiana(pb),price falling,0.09,2009-09-01
ludhiana(pb),demand rising,1.15,2009-10-01
ludhiana(pb),price falling,0.08,2009-11-01
ludhiana(pb),high volatility,0.02,2009-12-01
ludhiana(pb),high volatility,0.04,2010-01-01
ludhiana(pb),price falling,0.06,2010-02-01
ludhiana(pb),price falling,0.52,2010-03-01
ludhiana(pb),demand rising,0.1,2010-04-01
ludhiana(pb),price falling,0.2,2010-06-01
ludhiana(pb),demand rising,2.27,2010-11-01
ludhiana(pb),price falling,0.43,2011-12-01
ludhiana(pb),demand rising,0.17,2012-12-01
ludhiana(pb),demand rising,2.1,2013-09-01
ludhiana(pb),price falling,0.06,2013-10-01
ludhiana(pb),price falling,0.2,2013-11-01
ludhiana(pb),price falling,0.45,2013-12-01
ludhiana(pb),price falling,0.45,2014-01-01
ludhiana(pb),price falling,0.35,2014-02-01
ludhiana(pb),demand rising,0.7,2014-03-01
ludhiana(pb),high volatility,0.02,2014-04-01
ludhiana(pb),high volatility,0.04,2014-05-01
ludhiana(pb),high volatility,0.01,2014-06-01
ludhiana(pb),demand rising,0.79,2014-07-01
ludhiana(pb),price falling,0.08,2014-08-01
ludhiana(pb),price falling,0.08,2014-09-01
ludhiana(pb),high volatility,0.03,2014-10-01
ludhiana(pb),high volatility,0.03,2014-11-01
ludhiana(pb),high volatility,0.02,2014-12-01
ludhiana(pb),price falling,0.11,2015-01-01
ludhiana(pb),demand rising,0.11,2015-02-01
ludhiana(pb),high volatility,0.03,2015-03-01
ludhiana(pb),price falling,0.11,2015-04-01
ludhiana(pb),high volatility,0.01,2015-05-01
ludhiana(pb),demand rising,0.25,2015-07-01
ludhiana(pb),demand rising,0.8,2015-08-01
ludhiana(pb),demand rising,0.34,2015-09-01
ludhiana(pb),price falling,0.23,2015-10-01
ludhiana(pb),price falling,0.27,2015-11-01
ludhiana(pb),price falling,0.23,2015-12-01
ludhiana(pb),price falling,0.34,2016-02-01
madurai(tn),price falling,0.16,2005-05-01
madurai(tn),demand rising,1.64,2005-09-01
madurai(tn),demand rising,0.28,2005-11-01
madurai(tn),price falling,0.56,2006-01-01
mahuva(guj),demand rising,0.62,1998-06-01
mahuva(guj),demand rising,0.73,1998-07-01
mahuva(guj),demand rising,0.37,1998-08-01
mahuva(guj),demand rising,0.29,1998-09-01
mahuva(guj),demand rising,0.2,1998-10-01
mahuva(guj),price falling,0.29,1998-11-01
mahuva(guj),price falling,0.13,1998-12-01
mahuva(guj),price falling,0.51,1999-01-01
mahuva(guj),price falling,0.38,1999-02-01
mahuva(guj),price falling,0.1,1999-03-01
mahuva(guj),demand rising,0.23,1999-04-01
mahuva(guj),demand rising,0.2,1999-05-01
mahuva(guj),price falling,0.17,1999-06-01
mahuva(guj),demand rising,0.31,1999-07-01
mahuva(guj),price falling,0.06,1999-08-01
mahuva(guj),demand rising,0.53,1999-09-01
mahuva(guj),price falling,0.08,1999-10-01
mahuva(guj),price falling,0.32,1999-11-01
mahuva(guj),price falling,0.29,1999-12-01
mahuva(guj),price falling,0.22,2000-01-01
mahuva(guj),high volatility,0.03,2000-02-01
mahuva(guj),demand rising,0.07,2000-03-01
mahuva(guj),demand rising,0.24,2000-04-01
mahuva(guj),high volatility,0.04,2000-05-01
mahuva(guj),price falling,0.15,2000-06-01
mahuva(guj),high volatility,0.01,2000-07-01
mahuva(guj),demand rising,0.12,2000-08-01
mahuva(guj),price falling,0.06,2000-09-01
mahuva(guj),demand rising,0.18,2000-10-01
mahuva(guj),demand rising,0.17,2000-11-01
mahuva(guj),price falling,0.09,2000-12-01
mahuva(guj),demand rising,0.39,2001-01-01
mahuva(guj),price falling,0.32,2001-02-01
mahuva(guj),price falling,0.14,2001-03-01
mahuva(guj),price falling,0.08,2001-04-01
mahuva(guj),demand rising,0.11,2001-05-01
mahuva(guj),high volatility,0.0,2001-06-01
mahuva(guj),price falling,0.14,2001-07-01
mahuva(guj),demand rising,0.29,2001-08-01
mahuva(guj),demand rising,0.08,2001-09-01
mahuva(guj),demand rising,0.25,2001-10-01
mahuva(guj),demand rising,0.14,2001-11-01
mahuva(guj),price falling,0.34,2001-12-01
mahuva(guj),price falling,0.33,2002-01-01
mahuva(guj),price falling,0.15,2002-02-01
mahuva(guj),high volatility,0.02,2002-03-01
mahuva(guj),demand rising,0.17,2002-04-01
mahuva(guj),high volatility,0.04,2002-05-01
mahuva(guj),demand rising,0.12,2002-06-01
mahuva(guj),demand rising,0.21,2002-07-01
mahuva(guj),demand rising,0.23,2002-08-01
mahuva(guj),demand rising,0.05,2002-09-01
mahuva(guj),demand rising,0.09,2002-10-01
mahuva(guj),price falling,0.35,2002-11-01
mahuva(guj),price falling,0.15,2002-12-01
mahuva(guj),price falling,0.26,2003-01-01
mahuva(guj),price falling,0.21,2003-02-01
mahuva(guj),demand rising,0.59,2003-03-01
mahuva(guj),demand rising,0.16,2003-04-01
mahuva(guj),demand rising,0.11,2003-05-01
mahuva(guj),demand rising,0.1,2003-06-01
mahuva(guj),demand rising,0.14,2003-07-01
mahuva(guj),high volatility,0.02,2003-08-01
mahuva(guj),demand rising,0.27,2003-09-01
mahuva(guj),demand rising,0.26,2003-10-01
mahuva(guj),price falling,0.33,2003-11-01
mahuva(guj),demand rising,0.8,2003-12-01
mahuva(guj),high volatility,0.03,2004-01-01
mahuva(guj),demand rising,0.05,2004-02-01
mahuva(guj),price falling,0.47,2004-03-01
mahuva(guj),price falling,0.26,2004-04-01
mahuva(guj),price falling,0.17,2004-05-01
mahuva(guj),high volatility,0.03,2004-06-01
mahuva(guj),demand rising,0.24,2004-07-01
mahuva(guj),demand rising,0.21,2004-08-01
mahuva(guj),high volatility,0.04,2004-09-01
mahuva(guj),demand rising,0.18,2004-10-01
mahuva(guj),price falling,0.2,2004-11-01
mahuva(guj),price falling,0.09,2004-12-01
mahuva(guj),high volatility,0.02,2005-01-01
mahuva(guj),price falling,0.1,2005-02-01
mahuva(guj),high volatility,0.0,2005-03-01
mahuva(guj),demand rising,0.08,2005-04-01
mahuva(guj),price falling,0.14,2005-05-01
mahuva(guj),high volatility,0.01,2005-06-01
mahuva(guj),high volatility,0.04,2005-07-01
mahuva(guj),demand rising,0.83,2005-08-01
mahuva(guj),demand rising,0.61,2005-09-01
mahuva(guj),price falling,0.12,2005-10-01
mahuva(guj),demand rising,0.28,2005-11-01
mahuva(guj),price falling,0.26,2005-12-01
mahuva(guj),price falling,0.5,2006-01-01
mahuva(guj),price falling,0.39,2006-02-01
mahuva(guj),price falling,0.07,2006-03-01
mahuva(guj),price falling,0.08,2006-04-01
mahuva(guj),demand rising,0.1,2006-05-01
mahuva(guj),demand rising,0.06,2006-06-01
mahuva(guj),demand rising,0.27,2006-07-01
mahuva(guj),high volatility,0.05,2006-08-01
mahuva(guj),price falling,0.17,2006-09-01
mahuva(guj),demand rising,0.09,2006-10-01
mahuva(guj),price falling,0.08,2006-11-01
mahuva(guj),demand rising,1.73,2006-12-01
mahuva(guj),demand rising,0.5,2007-01-01
mahuva(guj),demand rising,0.14,2007-02-01
mahuva(guj),price falling,0.27,2007-03-01
mahuva(guj),price falling,0.27,2007-04-01
mahuva(guj),high volatility,0.04,2007-05-01
mahuva(guj),demand rising,0.16,2007-06-01
mahuva(guj),demand rising,0.13,2007-07-01
mahuva(guj),demand rising,0.27,2007-08-01
mahuva(guj),demand rising,0.2,2007-09-01
mahuva(guj),high volatility,0.03,2007-10-01
mahuva(guj),price falling,0.25,2007-11-01
mahuva(guj),price falling,0.44,2007-12-01
mahuva(guj),price falling,0.37,2008-01-01
mahuva(guj),price falling,0.13,2008-02-01
mahuva(guj),demand rising,0.2,2008-03-01
mahuva(guj),price falling,0.15,2008-04-01
mahuva(guj),high volatility,0.05,2008-05-01
mahuva(guj),demand rising,0.11,2008-06-01
mahuva(guj),demand rising,0.32,2008-07-01
mahuva(guj),demand rising,0.3,2008-08-01
mahuva(guj),price falling,0.15,2008-09-01
mahuva(guj),demand rising,0.2,2008-10-01
mahuva(guj),demand rising,0.2,2008-11-01
mahuva(guj),demand rising,0.67,2008-12-01
mahuva(guj),demand rising,0.07,2009-01-01
mahuva(guj),price falling,0.1,2009-02-01
mahuva(guj),price falling,0.18,2009-03-01
mahuva(guj),price falling,0.26,2009-04-01
mahuva(guj),price falling,0.09,2009-05-01
mahuva(guj),demand rising,0.15,2009-06-01
mahuva(guj),high volatility,0.02,2009-07-01
mahuva(guj),price falling,0.05,2009-08-01
mahuva(guj),high volatility,0.03,2009-09-01
mahuva(guj),demand rising,0.81,2009-10-01
mahuva(guj),demand rising,0.13,2009-11-01
mahuva(guj),demand rising,0.2,2009-12-01
mahuva(guj),price falling,0.14,2010-01-01
mahuva(guj),price falling,0.17,2010-02-01
mahuva(guj),price falling,0.25,2010-03-01
mahuva(guj),price falling,0.28,2010-04-01
mahuva(guj),price falling,0.07,2010-05-01
mahuva(guj),high volatility,0.04,2010-06-01
mahuva(guj),high volatility,0.0,2010-07-01
mahuva(guj),demand rising,0.22,2010-08-01
mahuva(guj),demand rising,0.69,2010-09-01
mahuva(guj),demand rising,0.2,2010-10-01
mahuva(guj),demand rising,0.34,2010-11-01
mahuva(guj),demand rising,0.38,2010-12-01
mahuva(guj),high volatility,0.05,2011-01-01
mahuva(guj),price falling,0.59,2011-02-01
mahuva(guj),price falling,0.47,2011-03-01
mahuva(guj),price falling,0.19,2011-04-01
mahuva(guj),demand rising,0.12,2011-05-01
mahuva(guj),demand rising,0.09,2011-06-01
mahuva(guj),demand rising,0.14,2011-07-01
mahuva(guj),price falling,0.08,2011-12-01
mahuva(guj),price falling,0.29,2012-01-01
mahuva(guj),high volatility,0.01,2012-02-01
mahuva(guj),demand rising,0.11,2012-03-01
mahuva(guj),demand rising,0.23,2012-05-01
mahuva(guj),high volatility,0.02,2012-06-01
mahuva(guj),demand rising,0.13,2012-07-01
mahuva(guj),demand rising,0.1,2012-08-01
mahuva(guj),high volatility,0.0,2012-09-01
mahuva(guj),demand rising,0.25,2012-10-01
mahuva(guj),demand rising,0.09,2012-11-01
mahuva(guj),demand rising,0.31,2012-12-01
mahuva(guj),demand rising,0.21,2013-01-01
mahuva(guj),price falling,0.12,2013-02-01
mahuva(guj),price falling,0.18,2013-03-01
mahuva(guj),price falling,0.21,2013-04-01
mahuva(guj),price falling,0.07,2013-05-01
mahuva(guj),demand rising,0.4,2013-06-01
mahuva(guj),demand rising,0.49,2013-07-01
mahuva(guj),demand rising,0.73,2013-08-01
mahuva(guj),demand rising,0.16,2013-09-01
mahuva(guj),price falling,0.27,2013-10-01
mahuva(guj),high volatility,0.04,2013-11-01
mahuva(guj),price falling,0.46,2013-12-01
mahuva(guj),price falling,0.25,2014-01-01
mahuva(guj),price falling,0.27,2014-02-01
mahuva(guj),demand rising,0.22,2014-03-01
mahuva(guj),high volatility,0.0,2014-04-01
mahuva(guj),demand rising,0.26,2014-05-01
mahuva(guj),demand rising,0.18,2014-06-01
mahuva(guj),demand rising,0.28,2014-07-01
mahuva(guj),price falling,0.15,2014-08-01
mahuva(guj),high volatility,0.04,2014-09-01
mahuva(guj),price falling,0.08,2014-10-01
mahuva(guj),demand rising,0.07,2014-11-01
mahuva(guj),demand rising,0.13,2014-12-01
mahuva(guj),price falling,0.19,2015-01-01
mahuva(guj),demand rising,0.32,2015-02-01
mahuva(guj),price falling,0.08,2015-03-01
mahuva(guj),price falling,0.1,2015-04-01
mahuva(guj),high volatility,0.03,2015-05-01
mahuva(guj),demand rising,0.14,2015-06-01
mahuva(guj),demand rising,0.12,2015-07-01
mahuva(guj),demand rising,0.77,2015-08-01
mahuva(guj),demand rising,0.14,2015-09-01
mahuva(guj),price falling,0.28,2015-10-01
mahuva(guj),price falling,0.31,2015-11-01
mahuva(guj),price falling,0.25,2015-12-01
mahuva(guj),price falling,0.16,2016-01-01
mahuva(guj),price falling,0.29,2016-02-01
malegaon(ms),price falling,0.51,2004-03-01
malegaon(ms),price falling,0.22,2004-04-01
malegaon(ms),demand rising,0.07,2004-05-01
malegaon(ms),demand rising,0.12,2004-06-01
malegaon(ms),demand rising,0.06,2004-07-01
malegaon(ms),demand rising,0.1,2004-08-01
malegaon(ms),high volatility,0.04,2004-09-01
malegaon(ms),demand rising,0.26,2004-10-01
malegaon(ms),price falling,0.18,2004-11-01
malegaon(ms),price falling,0.16,2004-12-01
malegaon(ms),price falling,0.18,2005-01-01
malegaon(ms),price falling,0.11,2005-02-01
malegaon(ms),price falling,0.12,2005-03-01
malegaon(ms),demand rising,0.15,2005-04-01
malegaon(ms),price falling,0.19,2005-05-01
malegaon(ms),demand rising,0.4,2005-06-01
malegaon(ms),demand rising,0.34,2005-07-01
malegaon(ms),demand rising,0.77,2005-08-01
malegaon(ms),demand rising,0.39,2005-09-01
malegaon(ms),demand rising,0.28,2005-10-01
malegaon(ms),price falling,0.08,2005-11-01
malegaon(ms),price falling,0.51,2005-12-01
malegaon(ms),price falling,0.44,2006-01-01
malegaon(ms),price falling,0.31,2006-02-01
malegaon(ms),price falling,0.16,2006-03-01
malegaon(ms),demand rising,0.31,2006-04-01
malegaon(ms),price falling,0.16,2006-05-01
malegaon(ms),demand rising,0.59,2006-06-01
malegaon(ms),demand rising,0.09,2006-07-01
malegaon(ms),high volatility,0.04,2006-08-01
malegaon(ms),high volatility,0.01,2006-09-01
malegaon(ms),demand rising,0.4,2006-10-01
malegaon(ms),price falling,0.09,2006-11-01
malegaon(ms),demand rising,0.39,2006-12-01
malegaon(ms),demand rising,0.42,2007-01-01
malegaon(ms),demand rising,0.14,2007-02-01
malegaon(ms),price falling,0.37,2007-03-01
malegaon(ms),price falling,0.26,2007-04-01
malegaon(ms),high volatility,0.02,2007-05-01
malegaon(ms),demand rising,0.76,2007-06-01
malegaon(ms),demand rising,0.08,2007-07-01
malegaon(ms),demand rising,0.43,2007-08-01
malegaon(ms),demand rising,0.24,2007-09-01
malegaon(ms),price falling,0.12,2007-10-01
malegaon(ms),price falling,0.51,2007-11-01
malegaon(ms),price falling,0.3,2007-12-01
malegaon(ms),price falling,0.46,2008-01-01
malegaon(ms),price falling,0.09,2008-02-01
malegaon(ms),demand rising,0.27,2008-03-01
malegaon(ms),price falling,0.07,2008-04-01
malegaon(ms),price falling,0.22,2008-05-01
malegaon(ms),demand rising,0.78,2008-06-01
malegaon(ms),demand rising,0.81,2008-07-01
malegaon(ms),demand rising,0.18,2008-08-01
malegaon(ms),price falling,0.13,2008-09-01
malegaon(ms),price falling,0.13,2008-10-01
malegaon(ms),demand rising,0.64,2008-11-01
malegaon(ms),demand rising,0.08,2008-12-01
malegaon(ms),demand rising,0.14,2009-01-01
malegaon(ms),price falling,0.06,2009-02-01
malegaon(ms),price falling,0.32,2009-03-01
malegaon(ms),price falling,0.38,2009-04-01
malegaon(ms),high volatility,0.04,2009-05-01
malegaon(ms),demand rising,0.35,2009-06-01
malegaon(ms),high volatility,0.04,2009-07-01
malegaon(ms),demand rising,0.06,2009-08-01
malegaon(ms),high volatility,0.01,2009-09-01
malegaon(ms),demand rising,0.92,2009-10-01
malegaon(ms),demand rising,0.08,2009-11-01
malegaon(ms),high volatility,0.05,2009-12-01
malegaon(ms),price falling,0.1,2010-01-01
malegaon(ms),price falling,0.2,2010-02-01
malegaon(ms),price falling,0.43,2010-03-01
malegaon(ms),high volatility,0.04,2010-04-01
malegaon(ms),high volatility,0.03,2010-05-01
malegaon(ms),demand rising,0.07,2010-06-01
malegaon(ms),demand rising,0.09,2010-07-01
malegaon(ms),demand rising,0.33,2010-08-01
malegaon(ms),demand rising,0.55,2010-09-01
malegaon(ms),demand rising,0.06,2010-10-01
malegaon(ms),high volatility,0.04,2010-11-01
malegaon(ms),demand rising,0.31,2010-12-01
malegaon(ms),demand rising,0.14,2011-01-01
malegaon(ms),price falling,0.58,2011-02-01
malegaon(ms),price falling,0.59,2011-03-01
malegaon(ms),demand rising,0.5,2011-04-01
malegaon(ms),demand rising,0.09,2011-05-01
malegaon(ms),demand rising,0.22,2011-06-01
malegaon(ms),demand rising,0.16,2011-07-01
malegaon(ms),demand rising,0.22,2011-08-01
malegaon(ms),price falling,0.06,2011-09-01
malegaon(ms),price falling,0.14,2011-10-01
malegaon(ms),price falling,0.07,2011-11-01
malegaon(ms),price falling,0.19,2011-12-01
malegaon(ms),price falling,0.43,2012-01-01
malegaon(ms),price falling,0.13,2012-02-01
malegaon(ms),demand rising,0.16,2012-03-01
malegaon(ms),demand rising,0.12,2012-04-01
malegaon(ms),price falling,0.11,2012-05-01
malegaon(ms),demand rising,0.36,2012-06-01
malegaon(ms),high volatility,0.0,2012-07-01
malegaon(ms),demand rising,0.23,2012-08-01
malegaon(ms),price falling,0.18,2012-09-01
malegaon(ms),demand rising,0.5,2012-10-01
malegaon(ms),demand rising,0.36,2012-11-01
malegaon(ms),demand rising,0.17,2012-12-01
malegaon(ms),demand rising,0.24,2013-01-01
malegaon(ms),price falling,0.08,2013-02-01
malegaon(ms),price falling,0.33,2013-03-01
malegaon(ms),price falling,0.14,2013-04-01
malegaon(ms),demand rising,0.1,2013-05-01
malegaon(ms),demand rising,0.57,2013-06-01
malegaon(ms),demand rising,0.5,2013-07-01
malegaon(ms),demand rising,0.88,2013-08-01
malegaon(ms),demand rising,0.18,2013-09-01
malegaon(ms),price falling,0.13,2013-10-01
malegaon(ms),price falling,0.36,2013-11-01
malegaon(ms),price falling,0.46,2013-12-01
malegaon(ms),price falling,0.28,2014-01-01
malegaon(ms),price falling,0.29,2014-02-01
malegaon(ms),demand rising,0.15,2014-03-01
malegaon(ms),high volatility,0.02,2014-04-01
malegaon(ms),high volatility,0.01,2014-05-01
malegaon(ms),demand rising,0.34,2014-06-01
malegaon(ms),demand rising,0.63,2014-07-01
malegaon(ms),price falling,0.13,2014-08-01
malegaon(ms),price falling,0.17,2014-09-01
malegaon(ms),demand rising,0.13,2014-10-01
malegaon(ms),demand rising,0.11,2014-11-01
malegaon(ms),price falling,0.11,2014-12-01
malegaon(ms),price falling,0.11,2015-01-01
malegaon(ms),demand rising,0.08,2015-02-01
malegaon(ms),price falling,0.16,2015-03-01
malegaon(ms),price falling,0.06,2015-04-01
malegaon(ms),demand rising,0.14,2015-05-01
malegaon(ms),demand rising,0.21,2015-06-01
malegaon(ms),demand rising,0.49,2015-07-01
malegaon(ms),demand rising,0.94,2015-08-01
malegaon(ms),high volatility,0.04,2015-09-01
malegaon(ms),price falling,0.34,2015-10-01
malegaon(ms),price falling,0.32,2015-11-01
malegaon(ms),price falling,0.31,2015-12-01
malegaon(ms),price falling,0.15,2016-01-01
malegaon(ms),price falling,0.26,2016-02-01
mandsour(mp),demand rising,0.14,2003-12-01
mandsour(mp),demand rising,4.06,2007-05-01
mandsour(mp),price falling,0.85,2008-04-01
mandsour(mp),demand rising,0.64,2009-03-01
mandsour(mp),demand rising,0.11,2009-04-01
mandsour(mp),price falling,0.14,2009-05-01
mandsour(mp),demand rising,0.44,2009-06-01
mandsour(mp),demand rising,0.75,2009-11-01
mandsour(mp),price falling,0.22,2009-12-01
mandsour(mp),demand rising,0.54,2010-11-01
mandsour(mp),demand rising,0.17,2010-12-01
mandsour(mp),demand rising,0.17,2011-01-01
mandsour(mp),price falling,0.75,2011-02-01
mandsour(mp),price falling,0.28,2011-03-01
mandsour(mp),demand rising,0.24,2012-03-01
mandsour(mp),demand rising,7.98,2013-11-01
mandsour(mp),price falling,0.74,2013-12-01
manmad(ms),price falling,0.15,1998-02-01
manmad(ms),price falling,0.51,1998-03-01
manmad(ms),price falling,0.46,1998-04-01
manmad(ms),demand rising,0.28,1998-05-01
manmad(ms),demand rising,0.91,1998-06-01
manmad(ms),demand rising,0.57,1998-07-01
manmad(ms),demand rising,0.61,1998-08-01
manmad(ms),demand rising,0.25,1998-09-01
manmad(ms),demand rising,0.23,1998-10-01
manmad(ms),price falling,0.3,1998-11-01
manmad(ms),price falling,0.27,1998-12-01
manmad(ms),price falling,0.51,1999-01-01
manmad(ms),price falling,0.48,1999-02-01
manmad(ms),price falling,0.19,1999-03-01
manmad(ms),demand rising,0.36,1999-04-01
manmad(ms),demand rising,0.57,1999-05-01
manmad(ms),price falling,0.16,1999-06-01
manmad(ms),demand rising,0.12,1999-07-01
manmad(ms),price falling,0.09,1999-08-01
manmad(ms),demand rising,0.49,1999-09-01
manmad(ms),price falling,0.06,1999-10-01
manmad(ms),price falling,0.29,1999-11-01
manmad(ms),price falling,0.25,1999-12-01
manmad(ms),price falling,0.27,2000-01-01
manmad(ms),high volatility,0.02,2000-02-01
manmad(ms),price falling,0.2,2000-03-01
manmad(ms),price falling,0.09,2000-04-01
manmad(ms),demand rising,0.27,2000-05-01
manmad(ms),price falling,0.22,2000-06-01
manmad(ms),demand rising,0.13,2000-07-01
manmad(ms),demand rising,0.36,2000-08-01
manmad(ms),demand rising,0.11,2000-09-01
manmad(ms),demand rising,0.67,2000-10-01
manmad(ms),demand rising,0.33,2000-11-01
manmad(ms),price falling,0.22,2000-12-01
manmad(ms),high volatility,0.01,2001-01-01
manmad(ms),price falling,0.31,2001-02-01
manmad(ms),price falling,0.08,2001-03-01
manmad(ms),price falling,0.23,2001-04-01
manmad(ms),price falling,0.2,2001-05-01
manmad(ms),demand rising,0.53,2001-06-01
manmad(ms),demand rising,0.26,2001-07-01
manmad(ms),demand rising,0.51,2001-08-01
manmad(ms),price falling,0.1,2001-09-01
manmad(ms),demand rising,0.14,2001-10-01
manmad(ms),demand rising,0.27,2001-11-01
manmad(ms),price falling,0.42,2001-12-01
manmad(ms),price falling,0.43,2002-01-01
manmad(ms),price falling,0.09,2002-02-01
manmad(ms),price falling,0.1,2002-03-01
manmad(ms),price falling,0.07,2002-04-01
manmad(ms),high volatility,0.05,2002-05-01
manmad(ms),demand rising,0.53,2002-06-01
manmad(ms),demand rising,0.25,2002-07-01
manmad(ms),demand rising,0.26,2002-08-01
manmad(ms),high volatility,0.01,2002-09-01
manmad(ms),demand rising,0.35,2002-10-01
manmad(ms),price falling,0.39,2002-11-01
manmad(ms),price falling,0.32,2002-12-01
manmad(ms),price falling,0.34,2003-01-01
manmad(ms),price falling,0.1,2003-02-01
manmad(ms),demand rising,0.58,2003-03-01
manmad(ms),demand rising,0.24,2003-04-01
manmad(ms),demand rising,0.06,2003-05-01
manmad(ms),demand rising,0.45,2003-06-01
manmad(ms),demand rising,0.05,2003-07-01
manmad(ms),demand rising,0.11,2003-08-01
manmad(ms),high volatility,0.04,2003-09-01
manmad(ms),demand rising,0.41,2003-10-01
manmad(ms),price falling,0.18,2003-11-01
manmad(ms),demand rising,0.09,2003-12-01
manmad(ms),demand rising,0.19,2004-01-01
manmad(ms),price falling,0.09,2004-02-01
manmad(ms),price falling,0.46,2004-03-01
manmad(ms),price falling,0.22,2004-04-01
manmad(ms),high volatility,0.02,2004-05-01
manmad(ms),demand rising,0.3,2004-06-01
manmad(ms),high volatility,0.03,2004-07-01
manmad(ms),demand rising,0.05,2004-08-01
manmad(ms),high volatility,0.01,2004-09-01
manmad(ms),demand rising,0.28,2004-10-01
manmad(ms),price falling,0.24,2004-11-01
manmad(ms),price falling,0.25,2004-12-01
manmad(ms),price falling,0.1,2005-01-01
manmad(ms),price falling,0.12,2005-02-01
manmad(ms),price falling,0.18,2005-03-01
manmad(ms),demand rising,0.43,2005-04-01
manmad(ms),price falling,0.18,2005-05-01
manmad(ms),demand rising,0.41,2005-06-01
manmad(ms),demand rising,0.21,2005-07-01
manmad(ms),demand rising,0.69,2005-08-01
manmad(ms),demand rising,0.38,2005-09-01
manmad(ms),demand rising,0.31,2005-10-01
manmad(ms),price falling,0.1,2005-11-01
manmad(ms),price falling,0.5,2005-12-01
manmad(ms),price falling,0.43,2006-01-01
manmad(ms),price falling,0.3,2006-02-01
manmad(ms),price falling,0.22,2006-03-01
manmad(ms),demand rising,0.49,2006-04-01
manmad(ms),price falling,0.22,2006-05-01
manmad(ms),demand rising,0.68,2006-06-01
manmad(ms),high volatility,0.01,2006-07-01
manmad(ms),demand rising,0.06,2006-08-01
manmad(ms),price falling,0.09,2006-09-01
manmad(ms),demand rising,0.14,2006-10-01
manmad(ms),demand rising,0.43,2006-11-01
manmad(ms),demand rising,0.29,2006-12-01
manmad(ms),demand rising,0.3,2007-01-01
manmad(ms),demand rising,0.13,2007-02-01
manmad(ms),price falling,0.33,2007-03-01
manmad(ms),price falling,0.33,2007-04-01
manmad(ms),demand rising,0.11,2007-05-01
manmad(ms),demand rising,0.69,2007-06-01
manmad(ms),high volatility,0.03,2007-07-01
manmad(ms),demand rising,0.39,2007-08-01
manmad(ms),demand rising,0.25,2007-09-01
manmad(ms),price falling,0.08,2007-10-01
manmad(ms),price falling,0.53,2007-11-01
manmad(ms),price falling,0.28,2007-12-01
manmad(ms),price falling,0.44,2008-01-01
manmad(ms),price falling,0.07,2008-02-01
manmad(ms),demand rising,0.24,2008-03-01
manmad(ms),price falling,0.06,2008-04-01
manmad(ms),price falling,0.19,2008-05-01
manmad(ms),demand rising,0.6,2008-06-01
manmad(ms),demand rising,0.93,2008-07-01
manmad(ms),demand rising,0.13,2008-08-01
manmad(ms),price falling,0.21,2008-09-01
manmad(ms),high volatility,0.01,2008-10-01
manmad(ms),demand rising,0.49,2008-11-01
manmad(ms),demand rising,0.13,2008-12-01
manmad(ms),demand rising,0.22,2009-01-01
manmad(ms),price falling,0.11,2009-02-01
manmad(ms),price falling,0.37,2009-03-01
manmad(ms),price falling,0.35,2009-04-01
manmad(ms),high volatility,0.0,2009-05-01
manmad(ms),demand rising,0.41,2009-06-01
manmad(ms),price falling,0.06,2009-07-01
manmad(ms),demand rising,0.08,2009-08-01
manmad(ms),high volatility,0.0,2009-09-01
manmad(ms),demand rising,1.05,2009-10-01
manmad(ms),high volatility,0.03,2009-11-01
manmad(ms),high volatility,0.01,2009-12-01
manmad(ms),price falling,0.09,2010-01-01
manmad(ms),price falling,0.24,2010-02-01
manmad(ms),price falling,0.39,2010-03-01
manmad(ms),price falling,0.1,2010-04-01
manmad(ms),high volatility,0.05,2010-05-01
manmad(ms),demand rising,0.2,2010-06-01
manmad(ms),demand rising,0.17,2010-07-01
manmad(ms),demand rising,0.3,2010-08-01
manmad(ms),demand rising,0.53,2010-09-01
manmad(ms),high volatility,0.05,2010-10-01
manmad(ms),high volatility,0.05,2010-11-01
manmad(ms),demand rising,0.39,2010-12-01
manmad(ms),demand rising,0.1,2011-01-01
manmad(ms),price falling,0.61,2011-02-01
manmad(ms),price falling,0.55,2011-03-01
manmad(ms),demand rising,0.5,2011-04-01
manmad(ms),price falling,0.07,2011-05-01
manmad(ms),demand rising,0.4,2011-06-01
manmad(ms),demand rising,0.15,2011-07-01
manmad(ms),demand rising,0.26,2011-08-01
manmad(ms),price falling,0.05,2011-09-01
manmad(ms),price falling,0.15,2011-10-01
manmad(ms),price falling,0.09,2011-11-01
manmad(ms),price falling,0.31,2011-12-01
